customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Age,SatisfactionScore,NumSupportTickets,LatePaymentsCount,AvgDownloadGB,AvgUploadGB,ContractRenews,DiscountApplied,AppLoginsPerMonth,IsMultiProduct,EstimatedIncome
CUST-04459,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.25,100.25,Yes,41,2,0,0,87.5,37.71,1,5,10,1,53568.22
CUST-04460,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,78.2,1468.75,No,64,3,0,1,111.44,8.57,3,0,28,1,63626.21
CUST-04461,Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,2607.6,No,48,2,2,0,63.51,14.92,2,20,21,1,92695.4
CUST-04462,Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.45,1422.1,Yes,58,4,1,0,102.55,39.78,0,0,19,1,75607.04
CUST-04463,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,Yes,63,3,1,0,10.21,8.38,2,5,18,1,99731.2
CUST-04464,Male,0,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),81.7,858.6,Yes,67,4,0,1,53.36,18.5,1,5,0,1,21508.4
CUST-04465,Male,0,No,No,31,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,50.05,1523.4,No,43,4,0,1,55.54,13.24,2,0,9,0,78783.05
CUST-04466,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.9,324.3,Yes,66,3,2,0,66.9,32.58,4,0,11,1,77279.1
CUST-04467,Female,0,Yes,No,48,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,69.55,3435.6,No,67,2,1,0,60.35,12.86,0,5,23,1,24253.89
CUST-04468,Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.4,399.6,Yes,22,1,0,1,116.32,7.3,1,5,1,0,97104.78
CUST-04469,Male,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),90.1,4549.45,No,37,1,3,0,14.03,37.39,4,20,6,1,86845.16
CUST-04470,Male,0,No,No,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.65,322.5,No,69,1,1,0,35.48,13.38,3,5,18,1,58491.92
CUST-04471,Male,1,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.75,3273.55,Yes,58,1,1,0,116.39,29.93,3,5,20,1,33737.8
CUST-04472,Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),80.35,5375.15,No,28,5,0,2,56.21,12.33,2,10,29,1,30846.14
CUST-04473,Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,2510.7,No,50,1,2,1,70.68,7.96,0,15,5,1,25849.64
CUST-04474,Male,0,No,No,57,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),53.35,3090.05,No,67,3,1,1,14.32,32.29,3,15,11,0,31447.0
CUST-04475,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.55,61.05,No,55,1,1,1,37.67,3.17,1,5,2,0,93600.38
CUST-04476,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,Yes,44,4,1,1,9.56,13.95,0,20,15,0,68966.69
CUST-04477,Male,0,Yes,Yes,19,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),48.95,955.6,No,51,1,2,0,20.81,31.42,1,10,15,1,25598.29
CUST-04478,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.2,140.4,No,32,2,3,1,77.83,20.97,1,5,21,1,93339.65
CUST-04479,Female,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.45,1493.1,No,49,3,1,0,92.82,27.89,1,10,10,0,19571.97
CUST-04480,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.4,69.4,Yes,38,3,2,1,105.06,3.61,3,0,6,1,49772.14
CUST-04481,Male,0,Yes,No,42,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),40.15,1626.05,No,63,5,0,0,33.92,30.24,2,20,13,0,78123.22
CUST-04482,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,541.15,Yes,22,4,2,0,43.28,7.71,3,15,9,1,84868.8
CUST-04483,Male,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.6,1784.9,No,23,3,2,1,70.48,32.54,3,10,12,0,86663.58
CUST-04484,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,70.35,No,55,2,0,0,14.62,23.0,2,5,15,1,95340.51
CUST-04485,Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.7,6075.9,No,39,1,2,0,97.77,29.83,4,0,27,1,37769.97
CUST-04486,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.2,5500.6,No,35,3,0,0,60.58,9.3,1,20,6,1,47511.07
CUST-04487,Male,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.1,73.1,No,31,2,1,1,116.03,16.42,4,10,17,0,68882.43
CUST-04488,Female,1,Yes,No,42,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.15,3229.4,Yes,27,1,2,0,18.49,32.28,1,0,14,1,89512.54
CUST-04489,Female,0,Yes,Yes,64,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),53.85,3399.85,No,63,5,3,0,20.33,36.52,4,10,17,1,66082.15
CUST-04490,Female,1,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),115.6,6431.05,No,30,3,1,0,45.09,9.84,1,10,14,1,38127.39
CUST-04491,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.75,19.75,No,48,3,0,0,28.78,31.94,2,10,10,0,83171.56
CUST-04492,Male,0,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.05,1230.9,No,47,2,1,1,85.11,5.23,2,20,10,0,91669.16
CUST-04493,Female,0,No,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.3,454.65,No,20,4,1,0,113.88,17.6,2,20,18,0,15710.3
CUST-04494,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.3,235.05,No,47,5,2,1,15.34,37.61,0,15,6,1,15430.74
CUST-04495,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,Yes,23,4,2,1,32.86,37.86,1,10,16,1,96089.97
CUST-04496,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.75,6595.9,No,46,3,2,0,32.36,12.57,2,0,7,1,62302.77
CUST-04497,Male,1,Yes,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.95,5867,No,25,4,2,2,63.54,8.52,4,5,19,1,22503.35
CUST-04498,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.0,196.35,No,61,1,3,1,56.98,6.83,0,10,27,0,45298.33
CUST-04499,Female,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.3,909.25,Yes,62,5,2,2,88.59,19.75,0,15,5,1,63217.28
CUST-04500,Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),103.9,6449.15,No,60,4,1,0,89.25,4.59,2,20,13,1,68144.09
CUST-04501,Female,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.7,762.45,No,61,1,4,0,70.87,14.92,3,15,4,0,28869.05
CUST-04502,Male,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,5283.95,Yes,50,2,2,0,72.97,1.66,2,15,0,1,86404.32
CUST-04503,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,1617.5,Yes,34,4,1,0,101.87,11.12,3,10,20,1,61316.38
CUST-04504,Male,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.15,785.75,No,65,5,2,2,50.65,36.11,2,10,20,0,59640.9
CUST-04505,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.0,1776,No,28,1,2,1,6.42,18.43,1,0,22,0,60977.26
CUST-04506,Male,1,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5396.25,No,30,4,2,1,29.5,3.88,4,0,24,1,20291.75
CUST-04507,Female,0,No,No,8,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.05,574.5,No,67,2,2,2,9.07,26.23,3,15,8,1,78932.89
CUST-04508,Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,400.3,No,28,4,3,3,50.25,38.27,3,0,0,0,21847.72
CUST-04509,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,84.3,84.3,Yes,48,1,1,0,46.15,19.07,0,0,4,1,54376.27
CUST-04510,Female,0,No,No,38,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.15,2656.3,No,45,4,3,1,16.34,25.35,3,5,19,1,65070.43
CUST-04511,Male,0,No,Yes,17,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,80.85,1445.95,No,61,5,3,1,91.83,36.86,1,0,22,1,32975.77
CUST-04512,Female,1,No,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.5,5212.65,No,23,3,3,0,68.6,17.34,4,15,4,1,55983.43
CUST-04513,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.45,6440.25,Yes,58,1,2,2,30.96,26.92,3,10,1,1,39347.7
CUST-04514,Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.6,2244.95,No,33,1,2,1,92.3,18.19,0,20,15,1,75317.48
CUST-04515,Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.2,1130,No,21,1,1,1,81.81,38.52,4,10,13,1,60358.9
CUST-04516,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.55,6463.15,No,52,1,1,0,27.03,20.65,3,15,26,1,22872.75
CUST-04517,Female,1,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,1131.2,Yes,65,4,3,1,118.03,35.54,1,20,3,1,65989.23
CUST-04518,Male,1,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.25,585.95,Yes,43,5,1,1,25.4,20.78,1,5,25,1,26582.26
CUST-04519,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.4,6252.7,No,29,2,1,0,93.75,27.07,4,15,14,1,15233.73
CUST-04520,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.95,19.95,Yes,28,5,0,0,116.35,16.06,0,15,19,0,27432.26
CUST-04521,Female,0,Yes,No,46,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,45.55,2062.15,No,54,1,3,0,88.43,36.78,1,15,25,0,15365.23
CUST-04522,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.7,587.1,No,42,4,4,0,81.56,26.23,2,10,18,0,98977.02
CUST-04523,Male,1,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.3,720.45,No,35,4,2,1,108.88,1.78,2,20,10,1,68873.16
CUST-04524,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.25,2186.4,Yes,36,1,3,0,35.95,1.61,3,5,27,1,68168.64
CUST-04525,Male,0,No,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.4,2979.3,No,40,4,0,1,36.87,27.37,1,0,4,1,94323.87
CUST-04526,Male,0,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,956.65,No,55,1,2,0,78.73,5.46,2,20,7,1,25840.78
CUST-04527,Female,0,No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,80.45,3201.55,Yes,35,5,1,0,106.45,28.93,3,15,15,1,17349.0
CUST-04528,Female,0,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.15,3973.2,No,43,3,2,1,76.0,13.56,3,15,1,1,73020.49
CUST-04529,Male,1,No,No,9,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.2,447.9,No,23,4,2,1,117.36,22.02,3,15,14,1,67515.93
CUST-04530,Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,1335.2,No,21,1,3,1,30.63,7.8,0,15,13,0,91898.37
CUST-04531,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,661.25,Yes,61,1,0,0,99.98,10.6,3,5,26,1,42472.21
CUST-04532,Female,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.75,1111.85,Yes,68,4,1,0,111.64,18.04,0,10,1,1,61962.74
CUST-04533,Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.15,7555,No,46,2,1,1,54.11,26.95,2,20,24,1,62993.42
CUST-04534,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),49.0,49,No,51,1,1,0,115.63,7.07,3,5,28,1,36810.43
CUST-04535,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3046.15,Yes,34,4,3,0,28.25,11.97,2,5,4,1,45603.63
CUST-04536,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,69.35,Yes,60,1,1,0,114.58,9.07,1,5,27,1,44616.3
CUST-04537,Male,0,Yes,No,17,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,49.8,836.35,No,60,2,0,0,108.82,34.64,0,5,1,0,86779.04
CUST-04538,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.8,272.2,Yes,33,3,4,0,12.61,26.27,2,5,1,1,46919.26
CUST-04539,Male,0,Yes,Yes,67,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,79.7,5293.4,Yes,19,2,3,0,64.95,19.27,3,5,2,1,67965.0
CUST-04540,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.95,20.95,No,51,5,1,0,65.82,37.93,2,5,8,0,46780.18
CUST-04541,Female,1,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.55,50.55,Yes,25,4,1,1,11.55,29.7,3,10,21,1,22214.72
CUST-04542,Female,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,79.3,2570,No,30,2,1,0,9.55,37.36,4,10,29,1,93691.29
CUST-04543,Male,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.5,798.2,No,59,3,2,2,5.59,24.31,0,5,16,0,21688.94
CUST-04544,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,Yes,25,1,1,0,65.32,6.38,1,15,15,1,15855.76
CUST-04545,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.15,44.15,No,47,4,2,0,58.34,27.34,2,0,25,1,38045.09
CUST-04546,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,916.9,Yes,49,2,1,0,113.15,8.86,2,5,18,1,38598.96
CUST-04547,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6487.2,No,53,3,1,1,44.37,14.49,4,20,4,1,39672.13
CUST-04548,Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.3,1855.65,Yes,64,2,1,1,80.7,20.88,3,20,3,1,83134.93
CUST-04549,Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),92.7,1556.85,No,47,5,6,1,5.87,7.14,1,5,4,1,39386.3
CUST-04550,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.25,1988.05,No,18,4,2,2,81.31,1.81,3,10,0,0,68639.88
CUST-04551,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.95,5432.2,No,60,1,0,1,110.05,13.76,3,20,16,1,15633.48
CUST-04552,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,147.55,No,56,3,1,1,45.8,33.15,2,10,17,0,90858.13
CUST-04553,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8424.9,No,34,2,1,0,41.12,1.6,2,0,24,1,37095.98
CUST-04554,Male,0,No,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.2,2203.7,No,37,4,5,0,76.99,5.27,2,15,18,1,60691.66
CUST-04555,Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,387.4,No,41,2,1,0,42.78,32.47,0,10,7,0,63307.04
CUST-04556,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.75,116.65,Yes,67,4,1,1,51.28,12.93,0,20,15,1,35392.54
CUST-04557,Male,0,No,No,53,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),54.9,3045.75,No,39,5,3,0,36.41,37.59,2,0,12,0,65233.93
CUST-04558,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,2287.25,Yes,46,2,2,1,44.66,15.83,3,15,25,1,88687.46
CUST-04559,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,130.5,No,39,5,5,0,83.13,32.07,1,10,18,0,43146.9
CUST-04560,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,90.35,767.9,No,61,3,1,0,111.07,11.09,1,15,2,1,94364.37
CUST-04561,Female,0,Yes,Yes,8,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.75,446.8,No,26,5,0,0,72.06,3.41,3,0,14,1,34941.59
CUST-04562,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.6,8100.25,No,54,4,3,0,6.15,35.38,4,0,11,1,25021.76
CUST-04563,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.05,830.7,Yes,27,3,2,0,35.35,37.16,3,5,14,1,44722.2
CUST-04564,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,20,Yes,53,2,2,0,114.51,28.62,1,5,8,0,90870.02
CUST-04565,Female,0,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),66.8,4689.15,No,54,2,1,0,109.69,31.03,4,10,8,0,28716.86
CUST-04566,Male,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.3,6754.35,No,45,4,3,1,18.3,1.28,4,20,26,1,50347.75
CUST-04567,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.35,3540.65,No,45,1,1,0,109.47,30.4,1,5,13,1,68063.7
CUST-04568,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,85.2,2184.6,No,59,1,0,0,115.92,19.42,4,10,1,1,84332.36
CUST-04569,Female,0,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.8,1054.6,Yes,60,2,1,0,42.33,18.66,0,15,23,1,91932.14
CUST-04570,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,130.55,No,38,4,2,2,85.62,22.06,2,0,15,0,99307.86
CUST-04571,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.8,1540.35,No,41,1,1,0,69.4,11.58,4,5,29,1,86848.03
CUST-04572,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,6411.25,No,59,5,0,3,43.76,28.16,4,10,26,1,15807.64
CUST-04573,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.55,1432.55,No,57,2,2,1,22.63,12.53,0,0,10,0,48397.18
CUST-04574,Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.75,7629.85,No,19,5,2,2,47.2,22.79,0,15,24,1,87611.73
CUST-04575,Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.25,101.9,No,25,4,3,0,111.7,6.34,3,5,28,0,97966.16
CUST-04576,Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,313.4,No,65,5,2,0,98.29,27.33,1,5,22,0,20059.22
CUST-04577,Female,1,Yes,No,62,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.85,6312.9,No,44,1,0,1,43.03,8.39,3,15,23,1,43888.09
CUST-04578,Female,0,No,No,10,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,60.95,629.55,No,39,1,0,3,67.98,7.65,1,20,16,1,70324.77
CUST-04579,Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,2640.55,No,54,3,0,1,51.69,1.95,0,10,27,1,49742.23
CUST-04580,Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.1,1372.45,No,44,2,1,1,58.62,5.75,2,15,11,0,28321.95
CUST-04581,Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.8,1212.25,No,46,4,2,0,92.54,10.07,1,0,1,0,91455.11
CUST-04582,Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.15,6237.05,No,20,2,2,0,67.45,9.67,1,0,28,1,40860.31
CUST-04583,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.1,6310.9,No,61,5,2,0,25.82,13.78,0,20,7,1,36740.11
CUST-04584,Male,1,No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),74.1,5031,No,30,4,0,0,35.94,3.12,4,15,15,1,63587.53
