ID,Severity,Weather_Condition,Sunrise_Sunset,start_hour,start_month,start_weekday,duration_minutes,Distance(mi),Temperature(F),Visibility(mi),Amenity,Bump,Crossing,Junction,Railway,Stop,Traffic_Signal
A-2601315,3,Overcast,Night,19,9,6,29.3,0.0,63.0,10.0,0,0,1,0,0,0,1
A-2561321,3,Clear,Day,7,9,1,29.216666666666665,0.0,73.9,10.0,0,0,0,0,0,0,0
A-2601907,2,Partly Cloudy,Day,7,9,0,29.783333333333335,0.0,53.1,10.0,0,0,0,0,0,0,0
A-2516522,3,Light Rain,Day,7,10,5,44.5,0.0,63.0,4.0,0,0,0,0,0,0,0
A-2582635,3,Light Rain,Day,16,9,3,29.4,0.0,77.0,6.0,0,0,0,0,0,0,0
A-2519635,3,Clear,Night,6,10,0,29.633333333333333,0.0,51.1,10.0,0,0,0,0,0,0,0
A-2596184,3,Clear,Day,14,9,3,29.35,0.0,89.1,10.0,0,0,0,0,0,0,0
A-2531470,2,Mostly Cloudy,Day,13,10,4,29.683333333333334,0.0,64.0,10.0,0,0,0,0,0,0,0
A-2552030,2,Mostly Cloudy,Night,7,10,0,28.716666666666665,0.0,44.1,10.0,0,0,0,0,0,0,0
A-2525264,2,Clear,Day,7,10,2,44.61666666666667,0.0,55.9,10.0,0,0,1,0,0,0,1
A-2576653,2,Mostly Cloudy,Day,11,9,1,29.733333333333334,0.0,80.6,10.0,0,0,0,0,0,0,0
A-2584124,2,Rain,Night,22,9,4,44.36666666666667,0.0,75.0,5.0,0,0,1,0,0,0,0
A-2510963,3,Rain,Night,19,10,2,29.583333333333332,0.0,75.0,2.0,0,0,0,0,0,0,0
A-2530468,2,Overcast,Day,12,10,4,44.75,0.0,70.0,10.0,0,0,0,0,0,0,0
A-2527326,2,Clear,Day,18,10,3,29.816666666666666,0.0,66.9,10.0,0,0,0,0,0,0,0
A-2608223,2,Partly Cloudy,Day,10,9,2,29.633333333333333,0.0,77.0,10.0,0,0,0,0,0,0,0
A-2514847,3,Clear,Day,15,10,4,29.8,0.0,79.0,9.0,0,0,0,0,0,0,0
A-2519794,2,Clear,Day,7,10,0,29.533333333333335,0.0,42.1,10.0,0,0,0,0,0,0,0
A-2551076,2,Overcast,Night,7,10,0,29.716666666666665,0.0,39.0,10.0,0,0,0,1,0,0,0
A-2573850,2,Overcast,Day,14,9,0,44.55,1.190000057220459,86.0,10.0,0,0,0,0,0,0,0
A-2524836,2,Overcast,Day,16,10,2,29.816666666666666,0.0,66.9,4.0,0,0,0,0,0,0,1
A-2528464,2,Clear,Night,5,10,3,29.566666666666666,0.0,48.0,10.0,0,0,0,0,0,0,0
A-2587487,2,Clear,Day,11,9,6,29.666666666666668,0.0,87.8,10.0,0,0,0,0,0,0,0
A-2569822,2,Scattered Clouds,Day,13,9,4,29.416666666666668,0.0,90.0,10.0,0,0,0,0,0,0,0
A-2546898,2,Light Rain,Day,7,10,4,29.866666666666667,0.0,53.1,3.0,0,0,1,0,0,0,1
A-2572751,3,Mostly Cloudy,Day,10,9,6,44.7,0.0,64.4,10.0,0,0,0,0,0,0,0
A-2577164,2,Scattered Clouds,Night,7,9,1,29.666666666666668,0.0,62.1,6.0,0,0,0,0,0,1,0
A-2549854,2,Clear,Day,7,10,0,29.483333333333334,0.0,50.0,10.0,0,0,0,0,0,0,0
A-2564318,2,Mostly Cloudy,Day,14,9,2,29.766666666666666,0.0,88.0,10.0,0,0,1,0,0,0,1
A-2588618,3,Clear,Night,6,9,0,29.683333333333334,0.0,68.0,10.0,0,0,0,0,0,0,0
A-2558347,3,Mostly Cloudy,Day,13,9,5,43.96666666666667,3.119999885559082,87.1,10.0,0,0,0,1,0,0,0
A-2564281,2,Mostly Cloudy,Day,13,9,2,29.583333333333332,0.0,89.1,10.0,0,0,1,0,0,0,1
A-2568775,3,Scattered Clouds,Day,14,9,3,29.616666666666667,0.0,73.9,10.0,0,0,0,0,0,0,0
A-2560676,3,Overcast,Night,22,9,6,44.6,1.2300000190734863,71.1,10.0,0,0,0,0,0,0,0
A-2524176,2,Mostly Cloudy,Night,6,10,2,29.716666666666665,0.0,68.0,10.0,0,0,0,0,0,0,0
A-2563495,2,Clear,Day,17,9,2,29.716666666666665,0.0,86.0,10.0,0,0,0,0,0,0,0
A-2547509,2,Clear,Day,8,10,4,44.766666666666666,0.0,60.1,10.0,0,0,0,0,0,0,0
A-2548529,2,Clear,Day,11,10,5,29.7,0.0,73.0,10.0,0,0,0,0,0,0,0
A-2570127,2,Light Rain,Day,7,9,4,29.8,0.0,65.5,7.0,1,0,1,0,0,0,1
A-2512402,2,Clear,Night,18,10,3,44.81666666666667,0.0,57.9,10.0,1,0,1,0,0,0,1
A-2531127,3,Mostly Cloudy,Day,8,10,4,29.383333333333333,0.0,79.0,10.0,0,0,0,0,0,0,1
A-2598364,2,Rain,Day,17,9,4,29.716666666666665,0.0,70.0,1.8,0,0,1,0,0,0,1
A-2557592,2,Scattered Clouds,Day,16,8,4,29.866666666666667,0.0,98.1,10.0,0,0,0,0,0,0,0
A-2561634,2,Mostly Cloudy,Day,13,9,1,74.51666666666667,0.0,87.1,10.0,0,0,0,0,0,0,0
A-2564280,3,Mostly Cloudy,Day,13,9,2,29.583333333333332,0.0,89.1,10.0,0,0,0,0,0,0,0
A-2564004,2,Mostly Cloudy,Day,8,9,2,29.8,0.0,79.0,6.0,0,0,0,0,0,0,1
A-2535031,3,Clear,Night,22,10,0,29.516666666666666,0.7900000214576721,46.0,10.0,0,0,0,0,0,0,0
A-2542546,2,Clear,Day,16,10,3,59.56666666666667,0.0,55.9,10.0,0,0,0,0,0,0,0
A-2571695,3,Clear,Day,11,9,5,29.55,0.0,82.0,10.0,0,0,0,0,0,0,1
A-2564562,3,Overcast,Day,8,9,2,29.683333333333334,0.0,81.0,10.0,0,0,0,0,0,0,0
A-2514067,3,Clear,Day,17,10,4,44.65,0.0,84.0,10.0,0,0,0,0,0,0,0
A-2562397,2,Partly Cloudy,Day,16,9,1,29.783333333333335,0.0,80.1,10.0,0,0,0,0,0,0,0
A-2525716,3,Fair,Day,13,10,2,29.816666666666666,0.0,86.0,10.0,0,0,0,0,0,0,0
A-2521925,2,Heavy Rain,Day,7,10,1,29.766666666666666,0.0,71.1,4.0,0,0,0,0,0,0,1
A-2546781,2,Mostly Cloudy,Day,8,10,4,44.85,0.0,57.9,10.0,0,0,0,0,0,0,0
A-2523004,2,Mostly Cloudy,Day,16,10,2,29.75,0.0,57.0,10.0,0,0,0,0,0,0,0
A-2518804,2,Rain,Day,8,10,0,29.416666666666668,0.0,39.9,10.0,0,0,0,0,0,0,0
A-2578406,2,Clear,Day,17,9,1,29.85,0.0,73.0,10.0,0,0,0,0,0,0,0
A-2579970,2,Mostly Cloudy,Day,14,9,2,29.7,0.0,86.0,10.0,0,0,0,0,0,0,0
A-2522197,3,Overcast,Night,19,10,1,29.5,0.0,78.3,10.0,0,0,0,0,0,0,0
A-2520301,2,Clear,Day,17,10,1,29.683333333333334,0.0,54.0,10.0,0,0,0,1,0,0,0
A-2532691,3,Clear,Day,16,10,5,29.75,0.0,72.0,10.0,0,0,0,0,0,0,0
A-2548822,3,Clear,Day,14,10,5,29.7,0.0,91.0,10.0,0,0,0,0,0,0,0
A-2553417,2,Clear,Day,13,10,1,29.833333333333332,0.0,62.6,10.0,0,0,0,0,0,0,0
A-2527242,2,Scattered Clouds,Day,10,10,3,59.63333333333333,0.0,64.0,10.0,0,0,0,0,0,0,0
A-2529675,2,Clear,Day,10,10,4,29.85,0.0,57.2,10.0,0,0,0,0,0,0,0
A-2571109,2,Clear,Day,7,9,4,29.666666666666668,0.0,50.0,9.0,0,0,0,0,0,1,0
A-2527819,2,Drizzle,Day,17,10,3,29.55,1.9099999666213991,57.4,2.5,0,0,0,0,0,0,1
A-2523527,3,Partly Cloudy,Night,7,10,2,27.783333333333335,1.6299999952316284,44.1,10.0,0,0,0,0,0,0,0
A-2520464,2,Clear,Night,6,10,1,30.9,0.0,32.0,10.0,0,0,0,0,0,0,0
A-2539139,3,Clear,Night,21,10,1,44.8,0.0,61.2,10.0,0,0,0,0,0,0,0
A-2575265,3,Clear,Day,17,9,0,29.65,0.0,91.4,9.0,0,0,0,1,0,0,0
A-2535742,2,Fog,Day,7,10,0,29.633333333333333,0.0,37.0,0.2,0,0,0,0,0,0,0
A-2525275,2,Partly Cloudy,Day,8,10,2,29.8,0.0,63.0,10.0,0,0,1,0,0,0,1
A-2606321,2,Light Rain,Day,11,9,1,29.766666666666666,0.0,82.9,10.0,0,0,0,0,0,0,1
A-2606725,2,Clear,Day,15,9,1,29.7,0.0,97.0,10.0,0,0,0,0,0,0,0
A-2538912,2,Scattered Clouds,Night,1,10,1,29.666666666666668,0.0,64.0,9.0,0,0,0,0,0,0,0
A-2530163,2,Clear,Day,13,10,4,59.7,0.0,86.0,10.0,0,0,0,0,0,0,0
A-2511751,2,Clear,Day,16,10,3,29.833333333333332,0.0,79.0,10.0,0,0,0,0,0,0,0
A-2539060,3,Haze,Day,15,10,1,29.633333333333333,0.0,84.2,5.0,0,0,0,0,0,0,0
A-2567547,3,Light Rain,Day,15,9,3,29.366666666666667,0.0,80.6,5.0,0,0,0,0,0,0,0
A-2571498,2,Clear,Day,11,9,5,29.616666666666667,0.0,64.0,10.0,0,0,0,0,0,0,0
A-2593834,3,Overcast,Day,7,9,2,29.683333333333334,0.0,57.2,7.0,0,0,0,0,0,0,0
A-2568194,2,Clear,Day,6,9,3,29.516666666666666,0.0,80.1,10.0,0,0,0,0,0,0,0
A-2599671,2,Scattered Clouds,Day,8,9,4,29.716666666666665,0.0,82.0,10.0,0,0,0,0,0,0,0
A-2541928,3,Clear,Day,8,10,3,28.216666666666665,0.0,43.0,10.0,0,0,0,0,0,0,0
A-2562532,2,Partly Cloudy,Day,7,9,1,29.8,0.0,77.0,10.0,0,0,0,0,0,0,1
A-2582756,2,Mostly Cloudy,Day,10,9,3,29.85,0.0,82.0,10.0,0,0,0,0,0,0,0
A-2606349,2,Light Rain,Night,6,9,1,59.833333333333336,0.0,77.0,4.0,0,0,0,0,0,0,0
A-2600871,2,Clear,Day,13,9,5,29.6,0.0,63.0,10.0,0,0,1,0,0,0,1
A-2564228,3,Partly Cloudy,Day,8,9,2,29.65,0.0,80.1,10.0,0,0,0,0,0,0,0
A-2536493,2,Mostly Cloudy,Day,8,10,1,59.71666666666667,0.0,51.1,10.0,0,0,0,0,0,0,1
A-2558334,2,Clear,Day,11,9,5,29.316666666666666,0.0,86.0,10.0,0,0,0,0,0,0,0
A-2547299,2,Partly Cloudy,Day,13,10,4,29.4,0.0,86.0,10.0,0,0,0,0,0,0,0
A-2602229,3,Heavy Rain,Day,8,9,0,29.633333333333333,0.0,69.1,1.5,0,0,0,0,0,0,1
A-2557427,2,Partly Cloudy,Day,17,8,4,29.766666666666666,0.0,93.2,10.0,0,0,1,0,0,1,0
A-2593386,3,Clear,Day,8,9,2,29.516666666666666,0.0,73.0,10.0,0,0,0,0,0,0,0
A-2560377,2,Light Rain,Day,11,9,0,59.7,0.0,75.2,5.0,0,0,0,0,0,0,0
A-2517410,3,Overcast,Day,17,10,0,29.3,6.510000228881836,62.6,10.0,0,0,0,0,0,0,0
A-2578393,2,Clear,Day,16,9,1,44.8,0.0,84.2,10.0,0,0,0,0,0,0,0
A-2557186,2,Clear,Day,19,8,4,29.766666666666666,0.0,91.0,10.0,1,0,1,0,0,0,1
A-2541877,2,Overcast,Night,18,10,2,44.68333333333333,0.0,69.1,7.0,0,0,0,0,0,0,0
A-2558555,3,Clear,Day,14,9,5,29.75,0.0,99.0,10.0,0,0,1,0,0,0,1
A-2538612,2,Clear,Night,18,10,1,29.833333333333332,0.0,61.9,10.0,0,0,1,0,0,0,1
A-2584329,2,Overcast,Day,11,9,4,28.983333333333334,0.0,86.0,10.0,0,0,0,0,0,0,0
A-2607998,2,Light Rain,Day,10,9,2,29.666666666666668,0.0,70.0,6.0,0,0,0,0,0,0,1
A-2544586,2,Haze,Night,5,10,3,29.683333333333334,0.0,,4.0,0,0,0,0,0,0,0
A-2586309,3,Clear,Night,22,9,5,44.55,0.0,68.0,10.0,0,0,0,0,0,0,0
A-2604419,2,Haze,Day,8,9,0,29.65,0.0,66.2,3.0,0,0,0,0,0,0,0
A-2608874,3,Clear,Night,5,9,2,29.65,0.0,48.9,10.0,0,0,0,0,0,0,0
A-2556505,2,Clear,Day,9,8,4,59.733333333333334,0.0,75.2,10.0,0,0,0,0,0,0,0
A-2584705,2,Clear,Day,16,9,4,59.8,0.0,86.0,10.0,0,0,1,0,0,0,1
A-2600770,2,Clear,Day,15,9,5,31.85,0.0,88.0,10.0,0,0,0,0,0,0,0
A-2562249,3,Scattered Clouds,Day,17,9,1,29.616666666666667,0.0,81.0,10.0,0,0,0,0,0,0,0
A-2603114,3,Mostly Cloudy,Night,7,9,0,112.23333333333333,0.0,72.0,10.0,0,0,0,0,0,0,0
A-2548625,3,Clear,Day,10,10,5,29.616666666666667,0.0,69.8,10.0,0,0,0,0,0,0,0
A-2515094,3,Clear,Night,4,10,4,29.183333333333334,0.0,68.0,10.0,0,0,0,0,0,0,1
A-2604070,2,Scattered Clouds,Day,13,9,0,44.78333333333333,0.0,63.0,10.0,0,0,0,0,0,0,1
A-2515583,2,Clear,Day,13,10,4,44.61666666666667,0.0,81.0,10.0,0,0,0,0,0,0,0
A-2560523,3,Mostly Cloudy,Night,4,9,0,29.616666666666667,0.0,61.0,10.0,0,0,0,0,0,0,0
A-2586530,2,Partly Cloudy,Night,1,9,5,29.733333333333334,0.0,79.0,10.0,0,0,0,0,0,0,0
A-2521455,2,Overcast,Night,5,10,1,29.5,0.0,39.0,10.0,1,0,1,0,0,0,1
A-2607137,2,Overcast,Night,6,9,1,29.616666666666667,0.0,64.9,7.0,0,0,0,0,0,0,0
A-2604880,3,Overcast,Day,14,9,1,29.45,7.380000114440918,80.1,10.0,0,0,0,0,0,0,0
A-2510857,2,Overcast,Day,10,10,2,59.666666666666664,0.0,77.0,10.0,0,0,0,0,0,0,0
A-2569021,2,Mostly Cloudy,Day,7,9,4,29.533333333333335,0.0,73.9,10.0,0,0,0,0,0,0,0
A-2545800,3,Rain,Night,18,10,4,29.633333333333333,0.0,48.9,3.0,0,0,0,0,0,0,0
A-2515491,2,Clear,Day,11,10,4,29.583333333333332,0.0,75.2,10.0,0,0,1,0,0,0,1
A-2528784,2,Clear,Day,13,10,3,29.633333333333333,0.0,84.9,10.0,0,0,0,0,0,0,0
A-2522170,2,Overcast,Day,7,10,1,59.766666666666666,0.0,64.0,9.0,0,0,0,0,0,0,0
A-2568380,2,Scattered Clouds,Day,8,9,3,67.61666666666666,0.0,64.9,10.0,0,0,0,0,0,0,0
A-2533479,3,Clear,Day,16,10,6,29.683333333333334,0.0,80.6,10.0,0,0,0,0,0,0,0
A-2520798,2,Mostly Cloudy,Day,9,10,1,29.533333333333335,0.0,68.0,10.0,0,0,0,0,0,0,0
A-2577964,2,Clear,Day,6,9,1,29.633333333333333,0.0,63.0,10.0,0,0,0,0,0,0,0
A-2533067,3,Clear,Day,15,10,6,29.15,0.0,63.0,10.0,0,0,0,0,0,0,0
A-2574511,2,Overcast,Day,18,9,0,19.0,0.0,75.2,10.0,0,0,0,0,0,0,0
A-2564581,2,Scattered Clouds,Day,18,9,2,29.85,0.0,75.9,10.0,0,0,0,0,0,0,0
A-2605000,2,Light Rain,Day,7,9,1,29.85,0.0,61.0,3.0,0,0,0,0,0,0,0
A-2584956,2,Clear,Night,22,9,4,29.533333333333335,0.0,78.3,10.0,0,0,0,0,0,0,0
A-2552648,2,Scattered Clouds,Day,15,10,1,29.6,0.0,48.2,15.0,0,0,0,0,0,0,1
A-2579040,2,Overcast,Day,9,9,2,29.616666666666667,0.0,75.2,3.0,0,0,1,0,0,0,1
A-2543861,2,Clear,Night,5,10,3,44.63333333333333,0.0,57.0,10.0,0,0,0,0,0,0,0
A-2602983,2,Overcast,Day,10,9,0,59.416666666666664,0.0,78.1,9.0,0,0,0,0,0,0,0
A-2520835,2,Mostly Cloudy,Day,13,10,1,29.666666666666668,0.0,73.9,10.0,0,0,1,0,0,0,1
A-2558891,3,Overcast,Day,13,9,6,44.45,23.979999542236328,77.0,15.0,0,0,0,0,0,0,0
A-2580456,2,Mostly Cloudy,Day,14,9,2,29.683333333333334,0.0,103.1,10.0,0,0,1,0,0,0,1
A-2520171,2,Overcast,Night,2,10,1,29.65,0.0,60.1,10.0,0,0,1,0,0,0,1
A-2567215,3,Mostly Cloudy,Day,14,9,3,29.683333333333334,0.0,88.0,10.0,0,0,0,0,0,0,0
A-2586171,2,Clear,Day,18,9,4,29.6,0.0,78.1,10.0,0,0,0,0,0,0,0
A-2588429,2,Mostly Cloudy,Day,11,9,0,29.733333333333334,0.0,82.9,10.0,0,0,1,0,1,0,1
A-2559744,3,Partly Cloudy,Day,11,9,0,29.45,3.670000076293945,84.9,10.0,0,0,0,0,0,0,0
A-2533626,2,Mostly Cloudy,Day,7,10,0,28.933333333333334,0.0,39.9,10.0,0,0,0,0,0,0,1
A-2527580,3,Clear,Day,18,10,3,29.416666666666668,0.0,53.6,10.0,0,0,0,0,0,0,0
A-2530648,3,Overcast,Night,7,10,4,25.6,2.549999952316284,51.8,10.0,0,0,0,0,0,0,0
A-2533789,2,Scattered Clouds,Day,15,10,0,29.6,0.0,54.0,10.0,0,0,0,0,0,0,0
A-2567376,3,Clear,Day,9,9,3,29.75,0.0,62.6,10.0,0,0,0,0,0,0,0
A-2595560,2,Scattered Clouds,Day,8,9,3,29.183333333333334,0.0,71.6,10.0,0,0,0,0,0,0,0
A-2544148,2,Clear,Night,4,10,3,44.75,0.0,53.6,10.0,0,0,0,0,0,0,0
A-2512211,3,Light Snow,Day,13,10,2,25.5,0.0,32.0,1.8,0,0,0,0,0,0,0
A-2564494,3,Scattered Clouds,Day,14,9,2,29.65,0.0,93.0,10.0,0,0,0,0,0,0,0
A-2596574,3,Overcast,Night,3,9,3,37.333333333333336,0.0,66.0,2.0,0,0,0,1,0,0,0
A-2581188,3,Mostly Cloudy,Day,8,9,3,33.9,0.6700000166893005,66.0,10.0,0,0,0,0,0,0,1
A-2598800,2,Mostly Cloudy,Day,8,9,4,59.75,0.0,71.6,10.0,0,0,0,0,0,0,0
A-2556820,2,Clear,Day,8,8,4,29.833333333333332,0.0,76.1,10.0,0,0,0,0,0,0,0
A-2568343,2,Clear,Day,13,9,3,59.53333333333333,0.0,78.1,10.0,0,0,0,0,0,0,0
A-2569148,2,Mostly Cloudy,Day,7,9,4,29.85,0.0,70.3,10.0,0,0,0,0,0,0,0
A-2523730,2,Mostly Cloudy,Day,12,10,2,29.55,0.0,70.0,10.0,0,0,0,0,0,0,0
A-2584602,3,Mostly Cloudy,Day,16,9,4,29.45,0.6700000166893005,87.1,10.0,0,0,0,1,0,0,0
A-2562170,2,Scattered Clouds,Night,19,9,1,44.833333333333336,0.0,86.0,10.0,0,0,1,0,0,1,0
A-2565799,2,Smoke,Day,16,9,2,44.666666666666664,0.9900000095367432,98.1,10.0,0,0,0,0,0,0,0
A-2561874,2,Clear,Night,19,9,1,29.75,0.0,78.8,7.0,0,0,0,0,0,0,0
A-2510852,2,Overcast,Day,9,10,2,59.766666666666666,0.0,71.6,2.0,0,0,0,0,0,0,0
A-2568252,2,Partly Cloudy,Day,16,9,3,29.683333333333334,0.0,93.0,10.0,0,0,1,0,0,0,1
A-2554115,2,Clear,Day,12,10,1,44.766666666666666,0.0,50.2,10.0,0,0,0,0,0,0,0
A-2518617,3,Light Snow,Night,7,10,0,29.633333333333333,4.360000133514403,30.2,10.0,0,0,0,0,0,0,0
A-2606630,3,Mostly Cloudy,Day,9,9,1,29.383333333333333,0.0,50.0,50.0,0,0,0,0,0,0,0
A-2554939,2,Partly Cloudy,Night,17,10,1,29.533333333333335,0.0,74.1,10.0,0,0,1,0,0,1,0
A-2534122,2,Clear,Day,7,10,0,29.8,0.0,36.0,9.0,0,0,0,0,0,0,0
A-2553683,2,Clear,Night,5,10,1,29.733333333333334,0.0,39.9,10.0,0,0,0,0,0,1,0
A-2545858,2,Clear,Day,8,10,4,29.3,0.0,75.9,10.0,0,0,0,0,0,0,0
A-2583714,3,Overcast,Day,16,9,4,29.7,0.0,73.0,10.0,0,0,0,0,0,0,0
A-2523435,2,Partly Cloudy,Night,7,10,2,29.833333333333332,0.0,39.0,10.0,0,0,0,0,0,0,0
A-2582133,3,Clear,Night,4,9,3,29.733333333333334,0.0,66.2,10.0,0,0,0,0,0,0,0
A-2580109,2,Overcast,Day,7,9,2,29.816666666666666,0.0,71.6,4.0,0,0,1,0,0,0,1
A-2512655,2,Clear,Night,19,10,3,29.683333333333334,0.0,64.9,10.0,0,0,1,0,0,0,1
A-2551148,2,Clear,Night,6,10,0,29.15,0.0,37.4,10.0,0,0,0,0,0,0,0
A-2542773,2,Mostly Cloudy,Day,16,10,3,29.833333333333332,0.0,54.0,10.0,1,0,0,0,0,0,0
A-2606904,3,Scattered Clouds,Day,8,9,1,29.75,0.0,59.0,8.0,0,0,0,0,0,0,0
A-2516539,2,Mostly Cloudy,Day,9,10,5,44.46666666666667,0.0,,10.0,0,0,0,0,0,0,0
A-2533065,2,Clear,Day,14,10,6,59.63333333333333,0.0,60.1,10.0,0,0,0,0,0,0,0
A-2570145,2,Light Rain,Day,11,9,4,29.716666666666665,0.0,66.9,3.0,0,0,1,0,0,0,1
A-2586430,2,Rain,Day,14,9,5,44.666666666666664,0.0,73.9,3.0,0,0,0,0,0,0,0
A-2518636,2,Overcast,Day,7,10,0,29.65,0.0,36.0,10.0,0,0,0,0,0,0,0
A-2559319,3,Partly Cloudy,Night,21,9,6,28.8,0.0,57.0,8.0,0,0,0,0,0,0,0
A-2542098,2,Clear,Night,5,10,3,29.616666666666667,0.0,34.0,10.0,0,0,1,0,0,0,1
A-2562698,2,Clear,Night,22,9,1,29.866666666666667,0.0,80.6,10.0,0,0,1,0,0,0,1
A-2605881,2,Overcast,Night,4,9,1,29.816666666666666,0.0,71.6,7.0,0,0,0,0,0,0,0
A-2516142,3,Rain,Day,9,10,5,29.183333333333334,0.209999993443489,62.6,2.0,0,0,0,0,0,0,0
A-2578543,3,Overcast,Day,7,9,2,29.7,0.0,71.1,5.0,0,0,0,0,0,0,0
A-2537283,3,Light Rain,Day,17,10,1,29.783333333333335,0.0,72.0,10.0,0,0,0,0,0,0,0
A-2546329,2,Overcast,Day,14,10,4,29.4,0.0,52.3,3.0,0,0,0,0,0,0,0
A-2550083,2,Scattered Clouds,Day,8,10,0,28.9,0.0,51.1,10.0,0,0,0,0,0,0,0
A-2602048,2,Scattered Clouds,Day,18,9,0,29.133333333333333,0.0,64.4,10.0,0,0,0,0,0,0,0
A-2564451,2,Mostly Cloudy,Day,9,9,2,43.71666666666667,0.0,78.8,10.0,0,0,0,0,0,0,0
A-2537877,3,Partly Cloudy,Day,16,10,1,29.3,0.0,50.0,10.0,0,0,0,0,0,0,0
A-2548399,3,Partly Cloudy,Night,22,10,5,28.95,0.6800000071525574,61.0,10.0,0,0,0,0,0,0,0
A-2546404,3,Light Rain,Day,17,10,4,29.616666666666667,0.0,45.0,6.0,0,0,0,0,0,0,0
A-2608413,3,Mostly Cloudy,Night,6,9,2,150.35,0.0,77.0,10.0,0,0,0,1,0,0,0
A-2578398,2,Clear,Day,17,9,1,29.633333333333333,0.0,87.8,10.0,0,0,0,0,0,0,0
A-2580678,2,Overcast,Day,7,9,2,29.783333333333335,0.0,59.0,7.0,0,0,0,1,0,0,0
A-2588317,2,Mostly Cloudy,Night,21,9,0,29.433333333333334,0.6200000047683716,77.0,10.0,0,0,0,0,0,0,1
A-2562935,2,Partly Cloudy,Day,16,9,1,29.85,0.0,96.1,8.0,0,0,0,0,0,0,0
A-2548296,3,Mostly Cloudy,Day,7,10,5,29.15,0.0199999995529651,78.1,10.0,0,0,0,0,0,0,0
A-2571414,2,Clear,Day,13,9,4,29.283333333333335,0.0,95.5,10.0,0,0,0,0,0,0,0
A-2575070,3,Light Rain,Night,5,9,0,24.95,0.0,60.1,2.5,0,0,0,0,0,0,0
A-2560236,2,Overcast,Day,18,9,0,29.733333333333334,0.0,77.0,10.0,0,0,0,0,0,0,0
A-2521618,2,Partly Cloudy,Day,7,10,1,29.816666666666666,0.0,35.1,10.0,0,0,1,0,0,0,1
A-2513896,2,Clear,Night,7,10,4,29.633333333333333,0.0,75.0,9.0,0,0,1,0,0,0,1
A-2513442,2,Mostly Cloudy,Day,13,10,4,29.733333333333334,0.0,59.0,10.0,0,0,0,0,0,0,0
A-2533681,2,Clear,Night,7,10,0,29.8,0.0,32.0,10.0,0,0,0,0,0,0,1
A-2539966,3,Clear,Day,8,10,2,45.266666666666666,0.0,41.0,10.0,0,0,0,0,0,0,0
A-2590701,2,Clear,Day,8,9,1,29.783333333333335,0.5299999713897705,66.9,4.0,0,0,0,0,0,0,0
A-2544094,3,Scattered Clouds,Day,14,10,3,29.266666666666666,1.6200000047683716,64.2,10.0,0,0,0,0,0,0,0
A-2540558,3,Clear,Day,9,10,2,44.766666666666666,0.0,33.1,10.0,0,0,0,0,0,0,0
A-2535843,2,Overcast,Night,5,10,0,29.7,0.0,55.9,7.0,0,0,0,0,0,0,1
A-2513185,2,Light Rain,Day,10,10,4,29.85,0.0,46.9,10.0,1,0,0,0,0,0,1
A-2568359,2,Clear,Night,5,9,3,29.533333333333335,0.0,53.1,10.0,0,0,0,0,0,0,0
A-2563265,3,Clear,Day,10,9,1,29.683333333333334,0.0,73.4,7.0,0,0,0,0,0,0,0
A-2510486,2,Heavy Rain,Night,19,10,3,29.85,0.0,68.0,1.8,0,0,1,0,0,0,1
A-2568465,3,Haze,Day,9,9,3,28.75,1.0099999904632568,59.0,6.0,0,0,0,0,0,0,0
A-2520238,2,Clear,Day,8,10,1,29.5,0.0,50.0,10.0,0,0,0,0,0,0,1
A-2540269,2,Clear,Day,8,10,2,59.61666666666667,0.0,53.6,10.0,0,0,0,0,0,0,0
A-2539811,2,Clear,Day,8,10,2,45.6,0.0,48.0,10.0,0,0,0,0,0,0,0
A-2598769,2,Clear,Night,6,9,4,29.516666666666666,0.0,75.0,6.0,0,0,0,0,0,0,1
A-2565409,2,Mostly Cloudy,Day,19,9,2,29.816666666666666,0.0,86.0,10.0,0,0,0,0,0,0,1
A-2574597,2,Overcast,Day,8,9,0,44.85,0.0,71.1,10.0,0,0,0,0,0,0,0
A-2536438,3,Mostly Cloudy,Night,7,10,1,58.2,0.0,51.1,10.0,0,0,0,0,0,0,0
A-2572548,3,Scattered Clouds,Day,13,9,6,29.533333333333335,0.0,89.1,10.0,0,0,0,0,0,0,0
A-2514065,3,Partly Cloudy,Day,17,10,4,44.56666666666667,1.7699999809265137,86.0,10.0,0,0,0,0,0,0,0
A-2521943,2,Light Rain,Day,9,10,1,29.766666666666666,0.0,70.0,5.0,0,0,0,0,0,0,0
A-2541299,2,Partly Cloudy,Day,14,10,2,27.383333333333333,0.0,62.1,10.0,0,0,0,0,0,0,0
A-2531132,2,Mostly Cloudy,Day,16,10,4,44.7,0.0,82.0,10.0,0,0,0,0,0,0,0
A-2518535,2,Clear,Day,17,10,0,29.733333333333334,0.0,48.0,10.0,0,0,0,0,0,0,0
A-2596221,3,Clear,Day,7,9,3,59.38333333333333,0.7699999809265137,68.0,8.0,0,0,0,0,0,0,1
A-2539824,2,Clear,Day,8,10,2,29.5,0.0,52.0,10.0,0,0,0,0,0,0,0
A-2530923,2,Rain,Day,16,10,4,29.733333333333334,0.0,57.9,2.5,0,0,0,0,0,0,0
A-2580500,2,Partly Cloudy,Day,14,9,2,29.633333333333333,0.0,88.0,10.0,0,0,1,0,0,0,1
